pLI,wSL/C,outs_when_up,bat_speed,break_length_deprecated,wKN (pi),botStf,SC-Z (sc),Pace,Cent%+,LOB%,# 1-10%,max_ev,Stf+ FA,SI-Z (sc),SwStr%,FIP-,post_bat_score,favor_home,Stf+ CU,HR/FB%+,BIP-Wins,p_throws,Pitching+,FA-X (pi),rSZ,Contact%,CHv,Zone% (pi),fld_score,OBP+,SI-Z (pi),LOB%+,E-F,H,home,vFA (pi),sz_bot,CU-X (sc),-WPA,vFC (sc),post_fld_score,wFS (sc),AVG+,BA,home_team_runs,barrels_batted_balls_percentage,SB-Z (pi),EP-X (sc),vSI (sc),RPP,vXX (pi),O-Contact% (sc),wCH/C (pi),vCU (pi),TZ,Strikes,Pit+ SL,FB%+,consistency,wSC (sc),fielder_9,PU,Pit+ FA,woba_denom,player_name,CT%,feature2,wCT/C,StL,Balls,SI-X (pi),H/9,HR,SI-X (sc),air_density_index,FC-Z (sc),SO/W,BB/9,wKN (sc),FDP-Wins,accuracy,if_fielding_alignment,wRC,wSI (sc),Plays,ER,wKN/C (pi),wXX/C (pi),Loc+ KC,pfx_x,Swing%,correct_calls_above_expected,Contact% (pi),HLD,Range,# 40-60%,wSL/C (pi),FSR,batted_ball_events,game_type,average_distance,Season,Scp,wFC/C (sc),Zone%,botCmd FC,BIZ,wKN/C,spin_axis,Events,# 10-40%,vFS (sc),BK,Contact% (sc),Cent%,correct_calls,BsR,actual_homers,3B,DPR,Pit+ CH,ay,IDfg,vSL (pi),pfx_z,strikes,Loc+ CU,ax,SF%,SB-X (pi),on_3b,wSL,expected_accuracy,SF,wSB (pi),# 90-100%,W,FT% (sc),umpire,Stf+ FS,total_barrels,expected_homers,GB/FB,Pit+ FS,wCU/C (sc),Team,OAA,LD%,Relieving,GB,wKC/C (sc),pitch_number,home_runs,UZR/150,Pace (pi),FB%,FO-X (sc),Barrels,Age,Loc+ FS,Clutch,xFIP-,strikeouts,iso_value,K/9,FO-Z (sc),TTO%,CTv,Stf+ KC,des,hit_distance_sc,FA% (pi),vSB (pi),botOvr KC,SH,wSI/C (sc),SL%,wFC/C (pi),KC-X (sc),IP,# 0%,SL-Z (sc),estimated_woba_using_speedangle,OOZ,botCmd,wCU (pi),wCH/C,wFS/C (pi),swing_length,CU-X (pi),botERA,wOBA,xwOBA,FE,wFS (pi),SO9,SL-X (sc),wCH (sc),SB% (pi),UN% (sc),UBR,away_team,wFT/C (sc),FA-X (sc),TBF,delta_run_exp,hard_hit_95mph+,TZL,wEP (sc),IFFB,wFC (sc),HBP,hc_x,SFv,CS-Z (pi),fielder_6,WHIP+,fielder_2,K%+,fielder_4,DPS,vEP (sc),wSF/C,IFH,Oppo%,WP,wCT,balls,vCS (pi),CU-Z (sc),FC-X (pi),away_score,Soft%+,vKC (sc),sz_top,RS,estimated_ba_using_speedangle,40-60%,CH-X (sc),events,Stf+ FC,FC-Z (pi),fielder_2.1,wSB,game_year,Hard%+,wFO (sc),ground_ball_ev,id,vx0,botCmd FS,K/BB+,rGDP,rPM,Pit+ SI,botOvr SI,FT-X (sc),Def,Loc+ FO,LD%+,REW,xSLG,CH-Z (pi),inning,Loc+ FC,RAR,Swing% (sc),effective_speed,SLv,on_1b,Bat,Relief-IP,CH-X (pi),FB,FBv,botStf FC,RE24,O-Contact% (pi),LOB-Wins,botCmd CU,vCU (sc),wFB,Starting,wRC+,KN%,release_spin_rate,zone,WPA/LI,ERA-,wCS (pi),SIERA,FP,FS-Z (pi),xBA,BF,EP% (sc),CH% (sc),vy0,home_team,EP-Z (sc),fielder_7,CPP,# 60-90%,hard_hit_swing_percentage,Pit+ KC,incorrect_calls,Z-Swing%,description,launch_speed_angle,WAR,60-90%,F-Strike%,hard_hit_percentage,wGDP,L,release_extension,inLI,GDP,BAbip,Name,wFT (sc),BUH,CH-Z (sc),wSF,G,botStf FS,vCH (pi),IFFB%,wKC (sc),Fld,CB%,rCERA,wFA (pi),vFA (sc),CSW%,BB/9+,Lg,DPF,pitch_name,Soft%,SB,wRAA,Pull%,wCB,wFA/C (pi),SI% (sc),FA% (sc),tfs_deprecated,HR/9+,babip_value,KN% (sc),tfs_zulu_deprecated,CStr%,botOvr CH,Pit,KC% (sc),Z-Contact%,RngR,botOvr FA,SL-Z (pi),FIP,launch_angle,K/9+,EV,release_pos_z,TE,maxEV,Stf+ FO,az,Hard%,SL% (sc),barrels_plate_appearance_percentage,fielder_3,DPT,fielder_5,botOvr CU,type,botCmd FA,OBP,1B,FC% (pi),ISO,botStf CU,DRS,WHIP,bb_type,PA,botOvr FS,CS-X (pi),SLG+,average_ev,rSB,DP,KC-Z (sc),tERA,FC-X (sc),wSB/C (pi),BS,+WPA,HardHit%,Loc+ SL,Spd,away,AB,KN% (pi),90-100%,OPS,wKN,Stf+ SI,BABIP+,Oppo%+,IFH%,RS/9,max_distance,wCU (sc),bat_score,batter,HR/FB,WPA,CU% (sc),K-BB%,average_homerun,wSI (pi),exLI,KN-Z (sc),gmLI,botStf FA,ISO+,botxRV100,FO% (sc),wCH/C (sc),ErrR,total_run_impact,2B,PO%,Inn,L-WAR,Dollars,CBv,inning_topbot,post_home_score,SI% (pi),HardHit,Rep,game_pk,rank,wKN/C (sc),player,pitcher,Pit+ FC,Age Rng,BB,wCH,KN-Z (pi),wXX (pi),Dol,10-40%,Off,CU-Z (pi),UZR,CH%,Stf+ CH,of_fielding_alignment,botOvr SL,FA-Z (pi),stand,Med%,wCU/C (pi),sweet_spot_percentage,wSL (pi),O-Contact%,FS-X (sc),year,BB/K,on_2b,XX-Z (pi),H/9+,botOvr FC,Loc+ SI,woba_value,target,CG,SO,vKN (pi),StS,MD,botStf SI,wFC (pi),R,date,botOvr,rARM,break_angle_deprecated,Loc+ FA,GS,SC% (sc),botCmd SL,rTS,pitcher.1,O-Swing% (sc),FA-Z (sc),vz0,Z-Contact% (sc),A,wSI/C (pi),vFT (sc),away_team_runs,GB%+,vSL (sc),ShO,wFO/C (sc),Str,PO,Barrel%,SLG,Pitches,vFC (pi),O-Swing%,Tm,botStf KC,accuracy_above_expected,CS,release_pos_y,wSL (sc),Z-Contact% (pi),LD,wCB/C,wEP/C (sc),Pulls,botCmd KC,Pit+ FO,wFA/C (sc),ballpark,Lev,#days,Pos,Stuff+,vCH (sc),E,wSL/C (sc),release_speed,post_away_score,fielder_8,CS% (pi),SV,LA,wCS/C (pi),botCmd SI,Stf+ SL,FS% (pi),SD,pitches_called,at_bat_number,Location+,IBB,SL-X (pi),SC-X (sc),RZR,wSC/C (sc),wFA (sc),botStf SL,BB%,Pull%+,wFS/C (sc),expected_correct_calls,kwERA,XX-X (pi),plate_x,BU,spin_rate_deprecated,wFB/C,expected_incorrect_calls,O-Swing% (pi),RA9-WAR,phLI,KNv,vSI (pi),launch_speed,plate_z,Zone% (sc),Loc+ CH,Swing% (pi),K%,game_date,pitch_type,feature1,GB%,1-10%,FB% (Pitch),Z-Swing% (pi),Pit+ CU,FC% (sc),xFIP,altitude,mlbID,xERA,vKN (sc),ERA,K/BB,hit_location,fly_ball_line_drive_ev,CU% (pi),rGFP,wCH (pi),FT-Z (sc),HR/9,PH,FS% (sc),KN-X (sc),spin_dir,Z-Swing% (sc),botStf CH,botCmd CH,sv_id,XX%,vFO (sc),FS-Z (sc),delta_home_win_exp,Med%+,vSC (sc),BABIP,vFS (pi),CH% (pi),home_score,hc_y,PB,XX% (pi),SL% (pi),0%,RBI,release_pos_x,KN-X (pi),BB%+,Start-IP,FB% 2,AVG,FRM,BUH%,ARM,FS-X (pi),LD+%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,0.14,,,,2,,,,0.88,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.35,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.286,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.182,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0.11,,,,4,,,,,,0,,,,,,,,,,,,,,,,,0.56,0,,,,,,,,,0,,,,0.26,,,,,,,,,2534,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592872,,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,0.15,,,,1,,,,3.0,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,1.0,,,,,,0.34,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,1.0,,,1,0.222,,,,,,16,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,0.11,,,,4,,,,,,0,,,,,,,,,,,,,,,,,0.63,0,,,,,,,,,0,,,,0.31,,,,,,,,,2428,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595465,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.15,,,,5,,,,1.69,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,3.0,,,,,,0.32,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,32.1,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,1.0,,,1,0.349,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.732,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,0.1,,,,31,,,,,,1,,,,,,,,,,,,,,,,,0.63,0,,,,,,,,,0,,,,0.3,,,,,,,,,2429,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605538,,,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.17,,,,5,,,,3.31,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,3.0,,,,,,0.33,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,42.1,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,1.0,,,1,0.339,,,,,,38,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.394,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,0.11,,,,22,,,,,,0,,,,,,,,,,,,,,,,,0.63,2,,,,,,,,,2,,,,0.31,,,,,,,,,2495,,,,,,,,,,2.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621295,,,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,0.15,,,,14,,,,3.37,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,4.0,,,,,,0.3,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,62.1,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,3.0,,,3,0.333,,,,,,25,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.444,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,0.11,,,,48,,,,,,8,,,,,,,,,,,,,,,,,0.65,0,,,,,,,,,1,,,,0.25,,,,,,,,,2429,,,,,,,,,,2.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592879,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,0.19,,,,15,,,,3.97,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,16.0,,,,,,0.54,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,152.1,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,3.0,,,10,0.27,,,,,,27,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.057,,,,,,,,,,,,,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,0.12,,,,50,,,,,,25,,,,,,,,,,,,,,,,,0.67,4,,,,,,,,,2,,,,0.24,,,,,,,,,2433,,,,,,,,,,2.0,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622072,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,0.18,,,,8,,,,2.55,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,3.0,,,,,,0.53,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,74.1,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,4.0,,,5,0.369,,,,,,72,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.574,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,0.11,,,,49,,,,,,0,,,,,,,,,,,,,,,,,0.62,0,,,,,,,,,4,,,,0.26,,,,,,,,,2428,,,,,,,,,,2.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502028,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.2,,,,0,,,,2.31,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.0,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.0,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,0.6,0,,,,,,,,,0,,,,0.0,,,,,,,,,2552,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621056,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,0.16,,,,19,,,,1.44,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,4.0,,,,,,0.36,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,94.1,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,7.0,,,11,0.329,,,,,,39,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.728,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,0.06,,,,77,,,,,,14,,,,,,,,,,,,,,,,,0.64,1,,,,,,,,,2,,,,0.28,,,,,,,,,2434,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475243,,,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,0.15,,,,5,,,,2.29,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,2.0,,,,,,0.49,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,3.0,,,2,0.295,,,,,,8,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.326,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,0.09,,,,23,,,,,,8,,,,,,,,,,,,,,,,,0.66,1,,,,,,,,,2,,,,0.2,,,,,,,,,2432,,,,,,,,,,2.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605540,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,0.18,,,,7,,,,3.08,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,1.0,,,,,,0.43,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,39.2,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,1.0,,,5,0.289,,,,,,33,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.235,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,0.11,,,,17,,,,,,0,,,,,,,,,,,,,,,,,0.64,1,,,,,,,,,3,,,,0.21,,,,,,,,,2428,,,,,,,,,,2.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519443,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,0.17,,,,9,,,,1.67,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,2.0,,,,,,0.49,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,71.2,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,,,,6.0,,,15,0.381,,,,,,24,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,0.06,,,,56,,,,,,12,,,,,,,,,,,,,,,,,0.62,0,,,,,,,,,1,,,,0.29,,,,,,,,,2432,,,,,,,,,,1.0,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474699,,,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.16,,,,1,,,,1.38,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.31,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,19.2,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,1.0,,,3,0.323,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,0.09,,,,12,,,,,,2,,,,,,,,,,,,,,,,,0.58,1,,,,,,,,,2,,,,0.38,,,,,,,,,2536,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642229,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,0.19,,,,5,,,,4.0,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,3.0,,,,,,0.44,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,3.0,,,2,0.318,,,,,,13,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,0.11,,,,16,,,,,,0,,,,,,,,,,,,,,,,,0.65,0,,,,,,,,,0,,,,0.31,,,,,,,,,2428,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605541,,,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
